"name","class_id"
"ocriplasmin",3880
"octabenzone",4205
"octacaine",7715
"octacaine",4261
"octacaine",7729
"octamoxin",6241
"octamylamine",NULL
"octanoic acid",5679
"octatropine methylbromide",4711
"octenidine",5906
"octinoxate",6862
"octisalate",5968
"octisalate",7753
"octocog alfa",7709
"octocrylene",4046
"octodrine",NULL
"octopamine",NULL
"octotiamine",4860
"octreotide",NULL
"octyltriethoxysilane",NULL
"odesivimab",NULL
"odevixibat",NULL
"ofatumumab",7621
"ofloxacin",NULL
"oftasceine",7332
"olaflur",4718
"olanexidine",7662
"olanzapine",6711
"olaparib",7575
"olaratumab",NULL
"oleandomycin",NULL
"oleandrin",NULL
"oleic acid",6166
"oliceridine",NULL
"olmesartan medoxomil",NULL
"olmutinib",NULL
"olodaterol",7493
"olopatadine",4293
"olprinone",5880
"olsalazine",7709
"olsalazine",5769
"omacetaxine mepesuccinate",7371
"omadacycline",NULL
"omalizumab",3897
"omalizumab",7715
"omalizumab",7737
"omapatrilat",6973
"omarigliptin",7709
"omarigliptin",3851
"omarigliptin",7711
"ombitasvir",7580
"omega-3-carboxylic acids",NULL
"omeprazole",6660
"omidenepag isopropyl",NULL
"omoconazole",NULL
"onasemnogene abeparvovec",NULL
"ondansetron",6667
"opicapone",NULL
"opipramol",7117
"oprelvekin",3871
"oprelvekin",7711
"oprelvekin",7747
"orazamide",4079
"orbifloxacin",NULL
"orciprenaline",6308
"orgotein",NULL
"oritavancin",7373
"orlistat",6974
"ormeloxifene",6652
"ormetoprim",NULL
"ornidazole",4381
"ornipressin",NULL
"ornithine",5794
"ornithine oxoglurate",7120
"ornoprostil",6527
"orotic acid",6518
"orphenadrine",4008
"orthocaine",7043
"osalmid",5801
"oseltamivir",NULL
"osilodrostat",NULL
"osimertinib",7680
"ospemifene",7424
"oteracil",NULL
"oteseconazole",NULL
"otilonium bromide",5535
"ouabain",6986
"oxabolone",7739
"oxabolone",7709
"oxabolone",7723
"oxabolone",7737
"oxabolone",6864
"oxabolone cipionate",7121
"oxaceprol",6452
"oxacillin",4993
"oxaflozane",5298
"oxaflumazine",6640
"oxagrelate",NULL
"oxaliplatin",NULL
"oxamarin",5977
"oxametacin",4884
"oxamniquine",5360
"oxanamide",5174
"oxandrolone",NULL
"oxantel",6121
"oxapropanium",6398
"oxaprozin",6671
"oxatomide",7062
"oxazepam",NULL
"oxazolam",4794
"oxcarbazepine",5970
"oxedrine",NULL
"oxeladin",4419
"oxendolone",4323
"oxetacaine",6948
"oxetorone",6275
"oxfendazole",NULL
"oxibendazole",NULL
"oxiconazole",NULL
"oxidronic acid",6036
"oxiglutatione",NULL
"oxilofrine",5796
"oxiniacic acid",6736
"oxiracetam",5147
"oxitriptan",5554
"oxitropium",NULL
"oxolamine",5612
"oxolinic acid",NULL
"oxomemazine",NULL
"oxophenarsine",5731
"oxprenolol",5787
"oxybenzone",5620
"oxybuprocaine",4105
"oxybutynin",7735
"oxybutynin",6884
"oxycinchophen",4495
"oxyclipine",5671
"oxycodone",5914
"oxydibutanol",6789
"oxydibutanol",7708
"oxydibutanol",7709
"oxydibutanol",7722
"oxyfedrine",6418
"oxyfenamate",6796
"oxygen",NULL
"oxymesterone",6670
"oxymetazoline",7705
"oxymetholone",4855
"oxymethurea",4097
"oxymorphone",5579
"oxypendyl",5403
"oxypertine",7072
"oxyphenbutazone",4012
"oxyphencyclimine",6482
"oxyphenisatine",5236
"oxyphenisatine acetate",6477
"oxyphenonium",7713
"oxyphenonium",7709
"oxyphenonium",4803
"oxyphenonium",7711
"oxyquinoline",5660
"oxysonium",5113
"oxytetracycline",6328
"oxytocin",6213
"ozagrel",4422
"ozanimod",NULL
"ozenoxacin",3853
"pabinafusp alfa",NULL
"paclitaxel",6437
"pacritinib",NULL
"padeliporfin",NULL
"Padimate A",7331
"Padimate O",NULL
"pafolacianine",NULL
"palbociclib",7608
"palifermin",7481
"paliperidone",6039
"paliperidone palmitate",7213
"palivizumab",7605
"palmidrol",NULL
"palonosetron",6286
"pamabrom",5198
"pamaquine",4435
"pamidronic acid",7737
"pamidronic acid",6909
"pancrelipase",NULL
"pancreozymin",7615
"pancuronium",4395
"panipenem",NULL
"panitumumab",7625
"panobinostat",7122
"pantethine",NULL
"pantoprazole",5493
"pantoprazole",7711
"pantoprazole",7754
"papaverine",6255
"papaveroline",4352
"paracetamol",4554
"paraldehyde",4454
"paramethadione",4576
"paramethasone acetate",6906
"paraoxon",7123
"parapenzolate",6247
"parathiazine",NULL
"parathyroid hormone",7698
"parathyroid hormone",7606
"parecoxib",5060
"parethoxycaine",6641
"pargeverine",5012
"pargyline",4628
"paricalcitol",NULL
"paritaprevir",7581
"paromomycin",4417
"paroxetine",5715
"paroxypropione",5698
"parsalmide",5859
"pasireotide",6405
"patiromer calcium",7677
"patisiran",NULL
"pazopanib",4972
"pazufloxacin",6634
"pecazine",6095
"pecilocin",4053
"pecilocin",7748
"peficitinib",NULL
"pefloxacin",6876
"pegademase",NULL
"pegaptanib",7573
"pegaspargase",NULL
"pegbovigrastim",NULL
"pegcetacoplan",NULL
"pegfilgrastim",3894
"peginesatide",NULL
"peginterferon alfa-2a",NULL
"peginterferon alfa-2b",NULL
"peginterferon beta-1a",NULL
"pegloticase",NULL
"pegvaliase",NULL
"pegvisomant",7669
"pemafibrate",NULL
"pembrolizumab",7593
"pemetrexed",NULL
"pemigatinib",NULL
"pemirolast",5166
"pemoline",5226
"pempidine",7040
"penamecillin",5034
"penbutolol",NULL
"penciclovir",6780
"penfluridol",4418
"penicillamine",NULL
"penimepicycline",NULL
"penmesterol",4430
"pentacynium chloride",NULL
"pentaerithrityl tetranitrate",6388
"pentaerythritol",5124
"pentagastrin",6669
"pentagestrone",4691
"pentagestrone acetate",4312
"pentamethonium bromide",5307
"pentamidine",NULL
"pentamycin",4347
"pentapiperium metilsulfate",7693
"pentazocine",5362
"pentetate calcium trisodium",7429
"pentetate zinc trisodium",NULL
"pentetic acid",4777
"pentetrazol",4699
"penthienate",5872
"pentifylline",6066
"pentobarbital",4642
"pentolonium",4669
"pentorex",NULL
"pentosan polysulfate",NULL
"pentostatin",6171
"pentoxifylline",7039
"pentoxyverine",4986
"pentrinitrol",6055
"peplomycin",4605
"peramivir",7503
"perampanel",7124
"perazine",5670
"perflenapent",7125
"perflexane",4032
"perfluamine",NULL
"perflubron",7065
"perflubutane",5664
"perflunafene",4942
"perflutren",6930
"perflutren",7709
"perfosfamide",7018
"pergolide",4938
"perhexiline",5381
"periciazine",6341
"perimetazine",4587
"perindopril",5617
"perisoxal",5781
"perlapine",4074
"permethrin",NULL
"perospirone",7078
"perphenazine",4042
"perphenazine",7748
"pertuzumab",7631
"peruvoside",6811
"pethidine",NULL
"petrichloral",4366
"pexidartinib",NULL
"phanquinone",NULL
"phenacaine",6013
"phenacemide",5868
"phenacetin",5371
"phenadoxone",5734
"phenaglycodol",NULL
"phenallymal",4708
"phenamacide",7717
"phenamacide",5999
"phenamine",5157
"phenazocine",5622
"phenazone",6376
"phenazopyridine",6158
"phenazopyridine",7737
"phenbenzamine",5300
"phenbutamide",5299
"phencyclidine",4897
"phendimetrazine",5948
"phenelzine",NULL
"pheneticillin",5893
"pheneturide",6283
"pheneturide",7711
"pheneturide",7735
"pheneturide",7737
"phenformin",NULL
"phenglutarimide",5795
"phenibut",7539
"phenicarbazide",4014
"phenindamine",5118
"phenindione",6250
"pheniodol sodium",6428
"pheniprazine",4283
"pheniramine",5719
"phenmetrazine",5857
"phenobarbital",4511
"phenobutiodil",5826
"phenol",4704
"phenolphthalein",7725
"phenolphthalein",4871
"phenolphthalein",7709
"phenolphthalein",7707
"phenolphthalol",4149
"phenolsulfonphthalein",4173
"phenolsulfonphthalein",7741
"phenolsulfonphthalein",7748
"phenoperidine",NULL
"phenosulfazole",7741
"phenosulfazole",4174
"phenosulfazole",7748
"phenothiazine",NULL
"phenothrin",7374
"phenoxybenzamine",4687
"phenoxyethanol",5917
"phenoxymethylpenicillin",4739
"phenprobamate",6441
"phenprocoumon",6759
"phenpromethamine",7740
"phenpromethamine",4351
"phensuximide",4480
"phentermine",NULL
"phentetramine",5039
"phentolamine",7754
"phentolamine",6714
"phenyl acetylsalicylate",4804
"phenyl salicylate",NULL
"phenyl trimethicone",7325
"phenylacetic acid",7317
"phenylalanine",5427
"phenylbutanoic acid",NULL
"phenylbutazone",7740
"phenylbutazone",5052
"phenylephrine",4674
"phenylethanolamine",4615
"phenylmercuric borate",7375
"phenylmercuric nitrate",7376
"phenylpropanol",4252
"phenylpropanolamine",4067
"phenyltoloxamine",6828
"phenytoin",4590
"phetharbital",4363
"phethenylate",7028
"phloroglucinol",4354
"pholcodine",6303
"pholedrine",7754
"pholedrine",6557
"phosmet",NULL
"phosphocreatine",NULL
"phosphoric acid",7150
"phosphorylcholine",5580
"phthalylsulfacetamide",4783
"phthalylsulfathiazole",6887
"physostigmine",3988
"phytomenadione",6296
"piberaline",6674
"pibrentasvir",NULL
"picilorex",7103
"picloxydine",NULL
"picodralazine",7377
"picoperine",4194
"picotamide",4337
"picrotin",4197
"picrotoxin",5896
"pidotimod",6985
"pidotimod",7737
"pifarnine",NULL
"piflufolastat F-18",NULL
"piketoprofen",NULL
"pildralazine",6375
"pilocarpine",6618
"pilsicainide",6493
"pimavanserin",NULL
"pimeclone",NULL
"pimecrolimus",NULL
"pimefylline",6385
"pimethixene",5992
"piminodine",4259
"pimobendan",NULL
"pimozide",3997
"pinacidil",NULL
"pinaverium",5328
"pinazepam",6040
"pindolol",NULL
"pioglitazone",6359
"pipamazine",4085
"pipamperone",4814
"pipazetate",6142
"pipebuzone",NULL
"pipecuronium",4775
"pipemidic acid",NULL
"pipenzolate",5986
"piperacetazine",4883
"piperacillin",NULL
"piperaquine",5773
"piperazine",NULL
"piperidione",7735
"piperidione",7755
"piperidione",6970
"piperidolate",5254
"piperonyl butoxide",5111
"pipethanate",5402
"pipobroman",6624
"piposulfan",4005
"pipotiazine palmitate",5979
"pipoxolan",5351
"pipradrol",5527
"piprozolin",7720
"piprozolin",6389
"piprozolin",7709
"piracetam",NULL
"pirarubicin",6543
"pirbuterol",4365
"pirenoxine",4168
"pirenzepine",NULL
"piretanide",7755
"piretanide",6942
"piretanide",7737
"piretanide",7735
"piretanide",7710
"piretanide",7709
"pirfenidone",6251
"piribedil",5808
"piridocaine",4091
"piridoxilate",4581
"pirifibrate",7740
"pirifibrate",4033
"pirisudanol",4695
"piritramide",7145
"pirlimycin",NULL
"pirlindole",6449
"pirmenol",4432
"piroctone",6116
"piroheptine",NULL
"piromidic acid",NULL
"piroxicam",4729
"pirozadil",4224
"pirprofen",NULL
"pitavastatin",NULL
"pitofenone",NULL
"pitolisant",3860
"pivagabine",5666
"pivampicillin",NULL
"pivhydrazine",5982
"pivmecillinam",NULL
"pixantrone",NULL
"pizotifen",NULL
"plafibride",NULL
"plaunotol",5330
"plazomicin",NULL
"plecanatide",NULL
"pleconaril",7378
"plerixafor",NULL
"plicamycin",5223
"podophyllin",NULL
"podophyllotoxin",NULL
"polaprezinc",NULL
"polatuzumab vedotin",NULL
"poldine",5877
"poldine",7726
"policosanol",7694
"policresulen",7379
"polidocanol",7737
"polidocanol",7735
"polidocanol",7306
"polihexanide",7380
"polmacoxib",NULL
"poloxalene",NULL
"polydatin",7305
"polyestradiol phosphate",NULL
"Polymyxin B",7086
"polynoxylin",NULL
"polysorbate 80",4665
"polythiazide",4517
"polyvinyl alcohol",4596
"pomalidomide",NULL
"ponatinib",7397
"ponazuril",NULL
"ponesimod",NULL
"poractant alfa",NULL
"porcine pituitary-derived follicle stimulating hormone",NULL
"porfimer",NULL
"posaconazole",4484
"posatirelin",7723
"posatirelin",4225
"potassium acetate",NULL
"potassium bitartrate",NULL
"potassium bromide",NULL
"potassium canrenoate",7715
"potassium canrenoate",4565
"potassium chloride",NULL
"potassium citrate",7223
"potassium gluconate",7227
"potassium hydrogencarbonate",7224
"potassium iodide",NULL
"potassium lactate",7381
"potassium nitrate",4985
"potassium perchlorate",NULL
"potassium permanganate",NULL
"potassium phosphate",NULL
"potassium phosphate, dibasic",NULL
"potassium phosphate, monobasic",7153
"potassium sulfate",NULL
"povidone-iodine",NULL
"prabotulinumtoxinA",NULL
"practolol",4541
"pradofloxacin",NULL
"prajmalium",6216
"pralatrexate",6559
"pralidoxime",5026
"pralmorelin",4889
"pralsetinib",NULL
"pramipexole",NULL
"pramiracetam",NULL
"pramiverine",4743
"pramlintide",5648
"pramocaine",5541
"pranlukast",5104
"pranoprofen",4684
"prasterone",7080
"prasterone acetate",6900
"prasterone sulfate",4948
"prasugrel",6264
"pravastatin",NULL
"prazepam",7753
"prazepam",5776
"prazepam",7717
"praziquantel",6444
"prazosin",NULL
"prednicarbate",5854
"prednimustine",NULL
"prednisolamate",5993
"prednisolone",6778
"prednisolone acetate",5043
"prednisolone acetate",7750
"prednisolone farnesylate",6379
"prednisolone sodium phosphate",7735
"prednisolone sodium phosphate",7208
"prednisolone sodium phosphate",7709
"prednisolone steaglate",NULL
"prednisolone succinate",4218
"prednisolone sulfobenzoate",4340
"prednisolone tebutate",6357
"prednisolone valerate acetate",3968
"prednisone",7719
"prednisone",7733
"prednisone",7722
"prednisone",7725
"prednisone",7739
"prednisone",7707
"prednisone",7737
"prednisone",7728
"prednisone",7013
"prednisone",7714
"prednisone",7736
"prednival",7038
"prednylidene",5456
"pregabalin",6134
"pregnenolone succinate",6272
"prenalterol",NULL
"prenderol",5185
"prenoxdiazine",NULL
"prenylamine",5040
"prepopik",NULL
"prethcamide",NULL
"pretomanid",NULL
"pridinol",4362
"prifinium",7742
"prifinium",7711
"prifinium",4090
"prilocaine",6694
"primaquine",6483
"primidone",5479
"pristinamycin",4371
"probenecid",6043
"probucol",4840
"procainamide",7709
"procainamide",7720
"procainamide",4693
"procaine",5636
"procaine benzylpenicillin",7130
"procarbazine",7709
"procarbazine",5886
"procarbazine",7712
"procaterol",5058
"prochlorperazine",5700
"procodazole",5363
"procyclidine",4689
"procymate",6118
"procymate",7709
"procymate",7717
"profenamine",4346
"proflavine",6923
"progabide",4223
"progesterone",4636
"proglumetacin",6591
"proglumide",5158
"proguanil",6096
"proline",NULL
"prolintane",5321
"promazine",4147
"promegestone",5172
"promestriene",7053
"promethazine",NULL
"promoxolane",5514
"pronetalol",7711
"pronetalol",5262
"pronilide",4921
"propacetamol",5534
"propafenone",5245
"propallylonal",6211
"propamidine",7737
"propamidine",5668
"propanidid",4229
"propanol",NULL
"propantheline",7715
"propantheline",7717
"propantheline",7712
"propantheline",7713
"propantheline",4569
"propantheline",7727
"propantheline",7718
"proparacaine",4769
"propatylnitrate",4609
"propenidazole",6561
"propentofylline",6497
"propicillin",NULL
"propiolactone",NULL
"propiomazine",3958
"propionylpromazine",NULL
"propipocaine",4199
"propiram",NULL
"propiverine",7024
"propizepine",5745
"propofol",NULL
"propoxycaine",4528
"propranolol",6490
"propylene glycol",NULL
"propylhexedrine",4716
"propyliodone",5332
"propylparaben",NULL
"propylthiouracil",6463
"propyphenazone",6965
"propyromazine",7000
"proquazone",6690
"proquazone",7720
"proscillaridin",6805
"prostalene",NULL
"protamine sulfate",3869
"protheobromine",5409
"prothipendyl",NULL
"protiofate",5024
"protionamide",6638
"protirelin",NULL
"protizinic acid",4812
"protocatechualdehyde",7304
"protokylol",6772
"protoporphyrin",4556
"protoverine",4673
"protriptyline",7045
"protriptyline",7737
"proxazole",NULL
"proxibarbal",5319
"proxyphylline",6057
"prozapine",7709
"prozapine",7735
"prozapine",7756
"prozapine",7710
"prozapine",6786
"prucalopride",6592
"prulifloxacin",NULL
"prussian blue",7278
"pseudoephedrine",NULL
"pyrantel",5941
"pyrazinamide",3952
"pyrethrins",7383
"pyricarbate",7715
"pyricarbate",7711
"pyricarbate",7746
"pyricarbate",7756
"pyricarbate",5241
"pyridostigmine",5778
"pyridoxal",5869
"pyridoxal phosphate",NULL
"pyridoxine",6554
"pyrimethamine",4260
"pyrinoline",NULL
"pyrithione",4160
"pyrithione zinc",NULL
"pyrithyldione",NULL
"pyritinol",4487
"pyronaridine",NULL
"pyrovalerone",7709
"pyrovalerone",6338
"pyrovalerone",7737
"pyrrobutamine",5469
"pyrrocaine",5949
"pyrrolnitrin",7709
"pyrrolnitrin",6337
"pyrvinium",4204
"quazepam",6980
"quercetin",6023
"quetiapine",5669
"quifenadine",7422
"quinagolide",6169
"quinapril",NULL
"quinbolone",4535
"quinestradol",7737
"quinestradol",5457
"quinestrol",6628
"quinestrol",7709
"quinestrol",7751
"quinethazone",6998
"quinfamide",4604
"quingestanol acetate",5814
"quinidine",6820
"quinine",NULL
"quinisocaine",7711
"quinisocaine",7713
"quinisocaine",7747
"quinisocaine",5501
"quinisocaine",7715
"quinisocaine",7718
"quinupramine",NULL
"quinupristin",5637
"quizartinib",NULL
"rabacfosadine",NULL
"rabeprazole",7710
"rabeprazole",7737
"rabeprazole",7709
"rabeprazole",7727
"rabeprazole",6961
"rabeprazole",7735
"rabeprazole",7712
"racecadotril",7712
"racecadotril",7711
"racecadotril",7754
"racecadotril",6010
"racepinefrine",3925
"ractopamine",NULL
"radium Ra 223 dichloride",7475
"radotinib",NULL
"raloxifene",7010
"raltegravir",5343
"raltitrexed",4935
"ramatroban",NULL
"ramelteon",6126
"ramifenazone",6880
"ramipril",NULL
"ramosetron",4443
"ramucirumab",7586
"ranibizumab",7641
"ranimustine",5504
"ranitidine",4907
"ranolazine",NULL
"rapacuronium",NULL
"rasagiline",5976
"rasburicase",7648
"ravulizumab",NULL
"raxibacumab",7635
"razoxane",NULL
"rebamipide",NULL
"reboxetine",6278
"regadenoson",4159
"regdanvimab",NULL
"regorafenib",7348
"relatlimab",NULL
"relebactam",NULL
"relugolix",NULL
"remdesivir",NULL
"remifentanil",7709
"remifentanil",7737
"remifentanil",6996
"remifentanil",7735
"remikiren",NULL
"remimazolam",NULL
"remoxipride",4852
"repaglinide",NULL
"repirinast",5951
"reposal",4257
"reproterol",4022
"rescimetol",3950
"rescinnamine",4749
"reserpiline",4093
"reserpine",7745
"reserpine",7715
"reserpine",4200
"reserpine",7740
"reslizumab",NULL
"resorcinol",4253
"retapamulin",4272
"reteplase",3857
"retigabine",NULL
"retinol",5581
"retinol acetate",7027
"retinol acetate",7737
"retinol acetate",7709
"retinol acetate",7726
"revaprazan",6429
"revefenacin",NULL
"rhodoquine",NULL
"ribavirin",5604
"ribociclib",NULL
"riboflavin",6937
"riboflavin phosphate",5908
"ribostamycin",4773
"ricinoleic acid",7754
"ricinoleic acid",6781
"ridaforolimus",7450
"rifabutin",4314
"rifampicin",NULL
"rifamycin",7496
"rifapentine",NULL
"rifaximin",5576
"rilmazafone",5154
"rilmenidine",NULL
"rilonacept",NULL
"rilpivirine",NULL
"riluzole",6042
"rimantadine",6159
"rimazolium",7737
"rimazolium",7709
"rimazolium",7711
"rimazolium",6798
"rimegepant",NULL
"rimexolone",5049
"rimiterol",7754
"rimiterol",6588
"rimonabant",5272
"riociguat",7484
"riodoxol",5543
"rioprostil",6479
"ripasudil",7613
"ripazepam",5994
"ripretinib",NULL
"risankizumab",NULL
"risdiplam",NULL
"risedronic acid",6723
"risperidone",NULL
"ritiometan",7382
"ritodrine",NULL
"ritonavir",4989
"rituximab",7720
"rituximab",3899
"rivaroxaban",NULL
"rivastigmine",7711
"rivastigmine",5003
"rivastigmine",7749
"rizatriptan",5443
"robenacoxib",NULL
"robenidine",NULL
"rociverine",7715
"rociverine",7709
"rociverine",7754
"rociverine",7711
"rociverine",6572
"rocuronium",4570
"rofecoxib",5842
"roflumilast",4358
"rokitamycin",NULL
"rolapitant",7737
"rolapitant",3872
"rolapitant",7726
"rolitetracycline",5568
"romidepsin",6598
"romifidine",NULL
"romiplostim",7650
"romosozumab",NULL
"romurtide",4189
"ronifibrate",6601
"ropeginterferon alfa-2b",NULL
"ropinirole",4170
"ropivacaine",4927
"roquinimex",4459
"rosaprostol",5183
"rose bengal",7330
"rosiglitazone",6162
"rosoxacin",3964
"rosuvastatin",NULL
"rotigotine",5098
"rotraxate",7011
"roxadustat",NULL
"roxatidine acetate",7709
"roxatidine acetate",7755
"roxatidine acetate",5396
"roxatidine acetate",7756
"roxatidine acetate",7723
"roxithromycin",NULL
"rubidium Rb-82 chloride",NULL
"rubitecan",4390
"ruboxistaurin",5109
"rucaparib",NULL
"rufinamide",7743
"rufinamide",4187
"rufloxacin",NULL
"rupatadine",NULL
"rutoside",5935
"ruxolitinib",NULL
"sabcomeline",5485
"sacituzumab govitecan",NULL
"sacrosidase",3862
"sacubitril",NULL
"safinamide",7590
"salacetamide",6972
"salamidacetic acid",5415
"salazosulfadimidine",7098
"salbutamol",5513
"salicylamide",6285
"salicylanilide",7049
"salicylic acid",NULL
"salicylsulfuric acid",5783
"salinazid",NULL
"salinomycin",NULL
"salmeterol",NULL
"salsalate",6188
"samarium (153Sm) lexidronam",7232
"samidorphan",NULL
"sancycline",4937
"sapropterin",6896
"saquinavir",6100
"saralasin",4705
"sarecycline",NULL
"sargramostim",3878
"sargramostim",7737
"sarilumab",NULL
"saroglitazar",3859
"sarolaner",NULL
"sarpogrelate",NULL
"satralizumab",NULL
"satraplatin",7386
"saxagliptin",7707
"saxagliptin",6336
"scarlet red",6367
"scopolamine",4201
"scopolamine butylbromide",7715
"scopolamine butylbromide",4818
"sebelipase alfa",3873
"secalciferol",NULL
"secbutabarbital",6356
"secnidazole",5627
"secobarbital",6027
"secretin human",NULL
"secretin porcine",NULL
"secukinumab",7604
"selamectin",NULL
"selegiline",6050
"selenium (75Se) tauroselcholic acid",NULL
"selenium sulfide",NULL
"selenomethionine",6530
"selexipag",7715
"selexipag",7709
"selexipag",7697
"selinexor",NULL
"selpercatinib",NULL
"selumetinib",NULL
"semaglutide",NULL
"semduramicin",NULL
"semustine",NULL
"sennosides",7015
"sequifenadine",7478
"seractide",7501
"seratrodast",3995
"serdexmethylphenidate",NULL
"serine",5361
"sermorelin",4450
"sertaconazole",NULL
"sertindole",NULL
"sertraline",4466
"setastine",NULL
"setiptiline",NULL
"setmelanotide",NULL
"sevelamer",NULL
"sevelamer carbonate",NULL
"sevoflurane",5909
"sibutramine",NULL
"siccanin",5646
"siccanin",7720
"sildenafil",6079
"silicon dioxide",6420
"silodosin",NULL
"siltuximab",3901
"silver nitrate",3918
"silver picrate",5771
"silymarin",6941
"simeprevir",7490
"simetride",7560
"simfibrate",4854
"simoctocog alfa",NULL
"simvastatin",NULL
"sincalide",7320
"sinecatechins",7698
"sinecatechins",7457
"siponimod",NULL
"sirolimus",5478
"sisomicin",5401
"sitafloxacin",6210
"sitagliptin",4010
"sitaxentan",NULL
"sitosterol",6242
"sitosterol",7711
"sitosterol",7754
"sivelestat",7052
"sizofiran",NULL
"sobrerol",6586
"sobuzoxane",4234
"sobuzoxane",7748
"sodium acetate",NULL
"sodium apolate",7387
"sodium aurothiomalate",7388
"sodium aurotiosulfate",7389
"sodium benzoate",6299
"sodium bicarbonate",NULL
"sodium borate",NULL
"sodium carbonate",NULL
"sodium chloride",NULL
"sodium chlorite",7456
"sodium chlorite",7698
"sodium chromate (51Cr)",NULL
"sodium citrate",7149
"sodium edetate",7391
"sodium feredetate",7392
"sodium fluoride",NULL
"sodium fluoride F-18",7747
"sodium fluoride F-18",3933
"sodium gluconate",NULL
"sodium glycerophosphate",5020
"sodium gualenate",6779
"sodium hexacyclonate",NULL
"sodium hydroxide",7329
"sodium hydroxide",7756
"sodium hydroxide",7737
"sodium hypochlorite",7462
"sodium iodide (131I)",3863
"sodium lactate",NULL
"sodium lauryl sulfate",NULL
"sodium monofluorophosphate",7737
"sodium monofluorophosphate",7030
"sodium myristyl sulfate",7709
"sodium myristyl sulfate",7717
"sodium myristyl sulfate",7753
"sodium myristyl sulfate",5995
"sodium nitrite",NULL
"sodium oxybate",7256
"sodium perborate",7449
"sodium phosphate",NULL
"sodium phosphate (32P)",3870
"sodium phosphate, monobasic",7076
"sodium phosphate, monobasic, monohydrate",NULL
"sodium picosulfate",7451
"sodium polystyrene sulfonate",NULL
"sodium propionate",7469
"sodium pyrophosphate",7323
"sodium selenate",7453
"sodium selenite",7454
"sodium selenite",7698
"sodium stibogluconate",NULL
"sodium succinate",NULL
"sodium sulfate",5565
"sodium sulfate",7755
"sodium tartrate",7452
"sodium tetrachloroaurate",7322
"sodium tetradecyl sulfate",7063
"sodium thiosalicylate",7536
"sodium thiosulfate",NULL
"sodium zirconium cyclosilicate",NULL
"sofalcone",4134
"sofosbuvir",7489
"sofpironium bromide",NULL
"solasulfone",NULL
"solifenacin",NULL
"solriamfetol",NULL
"somapacitan",NULL
"somatorelin",NULL
"somatostatin",NULL
"somatrem",3861
"somatrogon",NULL
"somatropin",7529
"sometribove",NULL
"sonidegib",3887
"sorafenib",4641
"sorbinicate",NULL
"sorbitan laurate",6924
"sorbitol",5053
"sorivudine",4578
"sorivudine",7754
"sorivudine",7711
"sotagliflozin",NULL
"sotalol",6222
"sotorasib",NULL
"sotrovimab",NULL
"sozoiodolic acid",NULL
"spaglumic acid",4476
"sparfloxacin",6573
"sparteine",NULL
"spectinomycin",5727
"spectinomycin",7717
"spectinomycin",7755
"spiclomazine",NULL
"spinosad",7315
"spiperone",4984
"spiramycin",NULL
"Spiramycin I",NULL
"Spiramycin II",5025
"Spiramycin III",4727
"spirapril",4770
"spironolactone",NULL
"spizofurone",7051
"stallimycin",NULL
"stannous fluoride",NULL
"stanozolol",NULL
"stavudine",6037
"stearic acid",7303
"stepronin",7737
"stepronin",7709
"stepronin",6859
"stepronin",7710
"stibophen",7393
"stiripentol",4720
"streptoduocin",7403
"streptomycin",5374
"Streptomycin B",4017
"streptozocin",6274
"strontium ranelate",7395
"strychnine",6411
"styramate",3979
"subathizone",6470
"succimer",6712
"succinic acid",4601
"succinimide",NULL
"succinylsulfathiazole",5134
"succisulfone",NULL
"suclofenide",6665
"sucralfate",4566
"sucroferric oxyhydroxide",NULL
"sucrose",7302
"sufentanil",NULL
"sugammadex",4538
"sulbactam",7723
"sulbactam",4821
"sulbactam pivoxyl",6799
"sulbenicillin",5097
"sulbentine",6718
"sulbutiamine",4188
"sulcaine",7740
"sulcaine",4643
"sulconazole",NULL
"sulesomab",NULL
"sulfabenzamide",NULL
"sulfabromomethazine",NULL
"sulfacarbamide",NULL
"sulfacetamide",NULL
"sulfachloropyrazine",NULL
"sulfachlorpyridazine",5936
"sulfachlorpyridazine",7737
"sulfachrysoidine",NULL
"sulfacytine",5751
"sulfadiasulfone",NULL
"sulfadiazine",5574
"sulfadiazine silver",4373
"sulfadicramide",7709
"sulfadicramide",6102
"sulfadimethoxine",4325
"sulfadimidine",5969
"sulfadoxine",4510
"sulfaethidole",4123
"sulfaethoxypyridazine",NULL
"sulfafurazole",4816
"sulfaguanidine",5284
"sulfaguanole",5841
"sulfalene",5225
"sulfaloxic acid",4919
"sulfamazone",NULL
"sulfamerazine",NULL
"sulfameter",NULL
"sulfamethizole",NULL
"sulfamethoxazole",4742
"sulfamethoxypyridazine",7012
"sulfamethylthiazole",NULL
"sulfametomidine",5763
"sulfametrole",6127
"sulfametrole",7754
"sulfamidochrysoidine",5850
"sulfamonomethoxine",NULL
"sulfamoxole",5688
"sulfamoxole",7709
"sulfanilamide",NULL
"sulfaperin",4481
"sulfaphenazole",6765
"sulfapyridine",6615
"sulfaquinoxaline",NULL
"sulfarside",NULL
"sulfasalazine",5910
"sulfasomizole",7721
"sulfasomizole",4671
"sulfasymazine",4712
"sulfathiazole",7135
"sulfathiourea",5411
"sulfatolamide",NULL
"sulfinalol",NULL
"sulfinpyrazone",NULL
"sulfiram",NULL
"sulfisomidine",6032
"sulfisoxazole acetyl",7129
"sulfobromophthalein",4939
