"class_name1","class_id1","class_name2","class_id2","ddi_risk","description"
"dirithromycin",7020,"ergotamine",6851,"Critical","DIRITHROMYCIN/ERGOTAMINE TARTRATE [VA Drug Interaction]"
"ergotamine",6851,"erythromycin",6964,"Critical","ERGOTAMINE TARTRATE/ERYTHROMYCIN [VA Drug Interaction]"
"fosphenytoin",5932,"ticlopidine",4848,"Significant","FOSPHENYTOIN SODIUM/TICLOPIDINE [VA Drug Interaction]"
"ephedrine",4174,"trometamol",3991,"Significant","EPHEDRINE/TROMETHAMINE [VA Drug Interaction]"
"pseudoephedrine",4173,"trometamol",3991,"Significant","PSEUDOEPHEDRINE/TROMETHAMINE [VA Drug Interaction]"
"clozapine",5600,"fluvoxamine",5501,"Critical","CLOZAPINE/FLUVOXAMINE MALEATE [VA Drug Interaction]"
"fludrocortisone",6084,"rifampicin",7013,"Significant","FLUDROCORTISONE/RIFAMPIN [VA Drug Interaction]"
"fluvastatin",6317,"gemfibrozil",4713,"Significant","FLUVASTATIN SODIUM/GEMFIBROZIL [VA Drug Interaction]"
"gallamine",6391,"kanamycin",6671,"Significant","GALLAMINE TRIETHIODIDE/KANAMYCIN [VA Drug Interaction]"
"gallamine",6391,"neomycin",7215,"Significant","GALLAMINE TRIETHIODIDE/NEOMYCIN [VA Drug Interaction]"
"gallamine",6391,"netilmicin",6634,"Significant","GALLAMINE TRIETHIODIDE/NETILMICIN [VA Drug Interaction]"
"gallamine",6391,"streptomycin",6850,"Significant","GALLAMINE TRIETHIODIDE/STREPTOMYCIN [VA Drug Interaction]"
"gentamicin",7228,"metocurine",6927,"Significant","GENTAMICIN/METOCURINE IODIDE [VA Drug Interaction]"
"hydrocortisone",5936,"rifampicin",7013,"Significant","HYDROCORTISONE/RIFAMPIN [VA Drug Interaction]"
"kanamycin",6671,"metocurine",6927,"Significant","KANAMYCIN/METOCURINE IODIDE [VA Drug Interaction]"
"anisindione",4723,"liothyronine",6925,"Significant","ANISINDIONE/LIOTHYRONINE SODIUM [VA Drug Interaction]"
"anisindione",4723,"methylphenobarbital",4675,"Critical","ANISINDIONE/MEPHOBARBITAL [VA Drug Interaction]"
"anisindione",4723,"thiamazole",3980,"Significant","ANISINDIONE/METHIMAZOLE [VA Drug Interaction]"
"clofibrate",4642,"dicoumarol",5685,"Critical","CLOFIBRATE/DICUMAROL [VA Drug Interaction]"
"dicoumarol",5685,"levothyroxine sodium",6980,"Significant","DICUMAROL/LEVOTHYROXINE SODIUM [VA Drug Interaction]"
"dicoumarol",5685,"liothyronine",6925,"Significant","DICUMAROL/LIOTHYRONINE SODIUM [VA Drug Interaction]"
"dicoumarol",5685,"methylphenobarbital",4675,"Critical","DICUMAROL/MEPHOBARBITAL [VA Drug Interaction]"
"dicoumarol",5685,"thiamazole",3980,"Significant","DICUMAROL/METHIMAZOLE [VA Drug Interaction]"
"dicoumarol",5685,"methyl salicylate",3925,"Significant","DICUMAROL/METHYL SALICYLATE [VA Drug Interaction]"
"dicoumarol",5685,"oxyphenbutazone",5566,"Critical","DICUMAROL/OXYPHENBUTAZONE [VA Drug Interaction]"
"dicoumarol",5685,"pentobarbital",4508,"Critical","DICUMAROL/PENTOBARBITAL [VA Drug Interaction]"
"dicoumarol",5685,"phenobarbital",4548,"Critical","DICUMAROL/PHENOBARBITAL [VA Drug Interaction]"
"dicoumarol",5685,"primidone",4452,"Critical","DICUMAROL/PRIMIDONE [VA Drug Interaction]"
"dicoumarol",5685,"propylthiouracil",4195,"Significant","DICUMAROL/PROPYLTHIOURACIL [VA Drug Interaction]"
"dicoumarol",5685,"secobarbital",4606,"Critical","DICUMAROL/SECOBARBITAL [VA Drug Interaction]"
"liothyronine",6925,"phenprocoumon",5012,"Significant","LIOTHYRONINE SODIUM/PHENPROCOUMON [VA Drug Interaction]"
"methylphenobarbital",4675,"phenprocoumon",5012,"Critical","MEPHOBARBITAL/PHENPROCOUMON [VA Drug Interaction]"
"thiamazole",3980,"phenprocoumon",5012,"Significant","METHIMAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"cortisone",5916,"rifampicin",7013,"Significant","CORTISONE/RIFAMPIN [VA Drug Interaction]"
"dexamethasone",6177,"rifampicin",7013,"Significant","DEXAMETHASONE/RIFAMPIN [VA Drug Interaction]"
"amiodarone",6920,"dicoumarol",5685,"Critical","AMIODARONE/DICUMAROL [VA Drug Interaction]"
"amobarbital",4509,"dicoumarol",5685,"Critical","AMOBARBITAL/DICUMAROL [VA Drug Interaction]"
"anisindione",4723,"fosphenytoin",5932,"Significant","ANISINDIONE/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"anisindione",4723,"rifampicin",7013,"Critical","ANISINDIONE/RIFAMPIN [VA Drug Interaction]"
"anisindione",4723,"sulfafurazole",4884,"Significant","ANISINDIONE/SULFISOXAZOLE [VA Drug Interaction]"
"anisindione",4723,"phytomenadione",6527,"Significant","ANISINDIONE/PHYTONADIONE [VA Drug Interaction]"
"carbamazepine",4584,"dicoumarol",5685,"Critical","CARBAMAZEPINE/DICUMAROL [VA Drug Interaction]"
"cholestyramine",5232,"dicoumarol",5685,"Significant","CHOLESTYRAMINE/DICUMAROL [VA Drug Interaction]"
"cimetidine",4726,"dicoumarol",5685,"Critical","CIMETIDINE/DICUMAROL [VA Drug Interaction]"
"danazol",5697,"dicoumarol",5685,"Critical","DANAZOL/DICUMAROL [VA Drug Interaction]"
"dicoumarol",5685,"disulfiram",5233,"Critical","DICUMAROL/DISULFIRAM [VA Drug Interaction]"
"dicoumarol",5685,"erythromycin",6964,"Critical","DICUMAROL/ERYTHROMYCIN [VA Drug Interaction]"
"dicoumarol",5685,"fosphenytoin",5932,"Significant","DICUMAROL/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"dicoumarol",5685,"levamisole",4362,"Significant","DICUMAROL/LEVAMISOLE [VA Drug Interaction]"
"dicoumarol",5685,"metronidazole",4197,"Significant","DICUMAROL/METRONIDAZOLE [VA Drug Interaction]"
"dicoumarol",5685,"paroxetine",5625,"Significant","DICUMAROL/PAROXETINE [VA Drug Interaction]"
"dicoumarol",5685,"phenytoin",4724,"Significant","DICUMAROL/PHENYTOIN [VA Drug Interaction]"
"dicoumarol",5685,"rifampicin",7013,"Critical","DICUMAROL/RIFAMPIN [VA Drug Interaction]"
"dicoumarol",5685,"sulfamethoxazole",4732,"Critical","DICUMAROL/SULFAMETHOXAZOLE [VA Drug Interaction]"
"dicoumarol",5685,"sulfinpyrazone",6265,"Significant","DICUMAROL/SULFINPYRAZONE [VA Drug Interaction]"
"dicoumarol",5685,"sulfafurazole",4884,"Significant","DICUMAROL/SULFISOXAZOLE [VA Drug Interaction]"
"dicoumarol",5685,"Vitamin E",6439,"Significant","DICUMAROL/VITAMIN E [VA Drug Interaction]"
"dicoumarol",5685,"phytomenadione",6527,"Significant","DICUMAROL/PHYTONADIONE [VA Drug Interaction]"
"fosphenytoin",5932,"phenprocoumon",5012,"Significant","FOSPHENYTOIN SODIUM/PHENPROCOUMON [VA Drug Interaction]"
"phenprocoumon",5012,"rifampicin",7013,"Critical","PHENPROCOUMON/RIFAMPIN [VA Drug Interaction]"
"phenprocoumon",5012,"salicylic acid",4046,"Critical","PHENPROCOUMON/SODIUM SALICYLATE [VA Drug Interaction]"
"phenprocoumon",5012,"sulfafurazole",4884,"Significant","PHENPROCOUMON/SULFISOXAZOLE [VA Drug Interaction]"
"phenprocoumon",5012,"phytomenadione",6527,"Significant","PHENPROCOUMON/PHYTONADIONE [VA Drug Interaction]"
"amfepramone",4368,"isocarboxazid",4540,"Critical","DIETHYLPROPION/ISOCARBOXAZID [VA Drug Interaction]"
"amfepramone",4368,"pargyline",4146,"Critical","DIETHYLPROPION/PARGYLINE [VA Drug Interaction]"
"amfepramone",4368,"phenelzine",4033,"Critical","DIETHYLPROPION/PHENELZINE [VA Drug Interaction]"
"amfepramone",4368,"tranylcypromine",4023,"Critical","DIETHYLPROPION/TRANYLCYPROMINE [VA Drug Interaction]"
"ergotamine",6851,"fenfluramine",4541,"Critical","ERGOTAMINE TARTRATE/FENFLURAMINE [VA Drug Interaction]"
"ergotamine",6851,"glyceryl trinitrate",4514,"Critical","ERGOTAMINE TARTRATE/NITROGLYCERIN [VA Drug Interaction]"
"ergotamine",6851,"sumatriptan",5208,"Critical","ERGOTAMINE TARTRATE/SUMATRIPTAN [VA Drug Interaction]"
"ciclosporin",7073,"ergotamine",6851,"Critical","CYCLOSPORINE/ERGOTAMINE TARTRATE [VA Drug Interaction]"
"ergotamine",6851,"propranolol",4801,"Critical","ERGOTAMINE TARTRATE/PROPRANOLOL [VA Drug Interaction]"
"ergotamine",6851,"tacrolimus",6996,"Critical","ERGOTAMINE TARTRATE/TACROLIMUS [VA Drug Interaction]"
"ambenonium",6791,"betamethasone",6178,"Significant","AMBENONIUM CHLORIDE/BETAMETHASONE [VA Drug Interaction]"
"ambenonium",6791,"cortisone",5916,"Significant","AMBENONIUM CHLORIDE/CORTISONE [VA Drug Interaction]"
"ambenonium",6791,"tetracosactide",7432,"Significant","AMBENONIUM CHLORIDE/COSYNTROPIN [VA Drug Interaction]"
"ambenonium",6791,"desoxycortone",5635,"Significant","AMBENONIUM CHLORIDE/DESOXYCORTICOSTERONE [VA Drug Interaction]"
"ambenonium",6791,"dexamethasone",6177,"Significant","AMBENONIUM CHLORIDE/DEXAMETHASONE [VA Drug Interaction]"
"ambenonium",6791,"fludrocortisone",6084,"Significant","AMBENONIUM CHLORIDE/FLUDROCORTISONE [VA Drug Interaction]"
"ambenonium",6791,"hydrocortisone",5936,"Significant","AMBENONIUM CHLORIDE/HYDROCORTISONE [VA Drug Interaction]"
"ambenonium",6791,"methylprednisolone",6040,"Significant","AMBENONIUM CHLORIDE/METHYLPREDNISOLONE [VA Drug Interaction]"
"ambenonium",6791,"paramethasone",6176,"Significant","AMBENONIUM CHLORIDE/PARAMETHASONE [VA Drug Interaction]"
"ambenonium",6791,"prednisolone",5915,"Significant","AMBENONIUM CHLORIDE/PREDNISOLONE [VA Drug Interaction]"
"ambenonium",6791,"prednisone",5895,"Significant","AMBENONIUM CHLORIDE/PREDNISONE [VA Drug Interaction]"
"ambenonium",6791,"triamcinolone",6194,"Significant","AMBENONIUM CHLORIDE/TRIAMCINOLONE [VA Drug Interaction]"
"amikacin",6858,"metocurine",6927,"Significant","AMIKACIN/METOCURINE IODIDE [VA Drug Interaction]"
"betamethasone",6178,"rifampicin",7013,"Significant","BETAMETHASONE/RIFAMPIN [VA Drug Interaction]"
"secbutabarbital",4413,"dicoumarol",5685,"Significant","BUTABARBITAL/DICUMAROL [VA Drug Interaction]"
"butalbital",4494,"dicoumarol",5685,"Significant","BUTALBITAL/DICUMAROL [VA Drug Interaction]"
"eritrityl tetranitrate",5292,"sildenafil",6628,"Critical","ERYTHRITYL TETRANITRATE/SILDENAFIL CITRATE [VA Drug Interaction]"
"glyceryl trinitrate",4514,"sildenafil",6628,"Critical","NITROGLYCERIN/SILDENAFIL CITRATE [VA Drug Interaction]"
"isosorbide dinitrate",4580,"sildenafil",6628,"Critical","ISOSORBIDE DINITRATE/SILDENAFIL CITRATE [VA Drug Interaction]"
"isosorbide mononitrate",4301,"sildenafil",6628,"Critical","ISOSORBIDE MONONITRATE/SILDENAFIL CITRATE [VA Drug Interaction]"
"nelfinavir",6830,"rifampicin",7013,"Critical","NELFINAVIR MESYLATE/RIFAMPIN [VA Drug Interaction]"
"aciclovir",4498,"rifampicin",7013,"Critical","ACYCLOVIR/RIFAMPIN [VA Drug Interaction]"
"cidofovir",4997,"rifampicin",7013,"Critical","CIDOFOVIR/RIFAMPIN [VA Drug Interaction]"
"famciclovir",5534,"rifampicin",7013,"Critical","FAMCICLOVIR/RIFAMPIN [VA Drug Interaction]"
"ganciclovir",4754,"rifampicin",7013,"Critical","GANCICLOVIR/RIFAMPIN [VA Drug Interaction]"
"indinavir",6894,"rifampicin",7013,"Critical","INDINAVIR SULFATE/RIFAMPIN [VA Drug Interaction]"
"rifampicin",7013,"ritonavir",6961,"Critical","RIFAMPIN/RITONAVIR [VA Drug Interaction]"
"rifampicin",7013,"valaciclovir",5564,"Critical","RIFAMPIN/VALACYCLOVIR HYDROCHLORIDE [VA Drug Interaction]"
"bisoprolol",5580,"disopyramide",5720,"Significant","BISOPROLOL FUMARATE/DISOPYRAMIDE [VA Drug Interaction]"
"cerivastatin",6560,"gemfibrozil",4713,"Critical","CERIVASTATIN SODIUM/GEMFIBROZIL [VA Drug Interaction]"
"atorvastatin",6821,"gemfibrozil",4713,"Significant","ATORVASTATIN CALCIUM/GEMFIBROZIL [VA Drug Interaction]"
"buspirone",6131,"rifampicin",7013,"Significant","BUSPIRONE/RIFAMPIN [VA Drug Interaction]"
"amitriptyline",4982,"rifampicin",7013,"Significant","AMITRIPTYLINE/RIFAMPIN [VA Drug Interaction]"
"amoxapine",5451,"rifampicin",7013,"Significant","AMOXAPINE/RIFAMPIN [VA Drug Interaction]"
"clomipramine",5464,"rifampicin",7013,"Significant","CLOMIPRAMINE/RIFAMPIN [VA Drug Interaction]"
"desipramine",4877,"rifampicin",7013,"Significant","DESIPRAMINE/RIFAMPIN [VA Drug Interaction]"
"doxepin",5003,"rifampicin",7013,"Significant","DOXEPIN/RIFAMPIN [VA Drug Interaction]"
"imipramine",5018,"rifampicin",7013,"Significant","IMIPRAMINE/RIFAMPIN [VA Drug Interaction]"
"nortriptyline",4846,"rifampicin",7013,"Significant","NORTRIPTYLINE/RIFAMPIN [VA Drug Interaction]"
"protriptyline",4845,"rifampicin",7013,"Significant","PROTRIPTYLINE/RIFAMPIN [VA Drug Interaction]"
"rifampicin",7013,"trimipramine",5194,"Significant","RIFAMPIN/TRIMIPRAMINE [VA Drug Interaction]"
"ethinylestradiol",5228,"phenobarbital",4548,"Significant","ETHINYL ESTRADIOL/PHENOBARBITAL [VA Drug Interaction]"
"ethinylestradiol",5228,"phenytoin",4724,"Significant","ETHINYL ESTRADIOL/PHENYTOIN [VA Drug Interaction]"
"chlorotrianisene",6091,"fosphenytoin",5932,"Critical","CHLOROTRIANISENE/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"diethylstilbestrol",4897,"fosphenytoin",5932,"Critical","DIETHYLSTILBESTROL/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"estradiol",4941,"fosphenytoin",5932,"Significant","ESTRADIOL/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"estrone",4916,"fosphenytoin",5932,"Significant","ESTRONE/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"ethinylestradiol",5228,"fosphenytoin",5932,"Critical","ETHINYL ESTRADIOL/FOSPHENYTOIN SODIUM [VA Drug Interaction]"
"fosphenytoin",5932,"quinestrol",5951,"Critical","FOSPHENYTOIN SODIUM/QUINESTROL [VA Drug Interaction]"
"clozapine",5600,"rifampicin",7013,"Significant","CLOZAPINE/RIFAMPIN [VA Drug Interaction]"
"losartan",6389,"rifampicin",7013,"Significant","LOSARTAN/RIFAMPIN [VA Drug Interaction]"
"methotrexate",6538,"benzylpenicillin",5671,"Critical","METHOTREXATE/PENICILLIN [VA Drug Interaction]"
"fluvoxamine",5501,"tacrine",4337,"Significant","FLUVOXAMINE MALEATE/TACRINE HYDROCHLORIDE [VA Drug Interaction]"
"cyclobenzaprine",4965,"tramadol",4843,"Significant","CYCLOBENZAPRINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction]"
"atorvastatin",6821,"itraconazole",6956,"Critical","ATORVASTATIN CALCIUM/ITRACONAZOLE [VA Drug Interaction]"
"atorvastatin",6821,"fluconazole",5348,"Significant","ATORVASTATIN CALCIUM/FLUCONAZOLE [VA Drug Interaction]"
"atorvastatin",6821,"ketoconazole",6786,"Critical","ATORVASTATIN CALCIUM/KETOCONAZOLE [VA Drug Interaction]"
"atorvastatin",6821,"diltiazem",6338,"Significant","ATORVASTATIN CALCIUM/DILTIAZEM [VA Drug Interaction]"
"atorvastatin",6821,"verapamil",6542,"Significant","ATORVASTATIN CALCIUM/VERAPAMIL [VA Drug Interaction]"
"gentamicin",7228,"rocuronium",6783,"Significant","GENTAMICIN/ROCURONIUM BROMIDE [VA Drug Interaction]"
"amikacin",6858,"rocuronium",6783,"Significant","AMIKACIN/ROCURONIUM BROMIDE [VA Drug Interaction]"
"netilmicin",6634,"rocuronium",6783,"Significant","NETILMICIN/ROCURONIUM BROMIDE [VA Drug Interaction]"
"rocuronium",6783,"tobramycin",6596,"Significant","ROCURONIUM BROMIDE/TOBRAMYCIN [VA Drug Interaction]"
"rocuronium",6783,"streptomycin",6850,"Significant","ROCURONIUM BROMIDE/STREPTOMYCIN [VA Drug Interaction]"
"kanamycin",6671,"rocuronium",6783,"Significant","KANAMYCIN/ROCURONIUM BROMIDE [VA Drug Interaction]"
"amikacin",6858,"cisatracurium",7042,"Significant","AMIKACIN/CISATRACURIUM BESYLATE [VA Drug Interaction]"
"amikacin",6858,"suxamethonium",5144,"Significant","AMIKACIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"gentamicin",7228,"cisatracurium",7042,"Significant","CISATRACURIUM BESYLATE/GENTAMICIN [VA Drug Interaction]"
"gentamicin",7228,"suxamethonium",5144,"Significant","GENTAMICIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"cisatracurium",7042,"kanamycin",6671,"Significant","CISATRACURIUM BESYLATE/KANAMYCIN [VA Drug Interaction]"
"cisatracurium",7042,"neomycin",7215,"Significant","CISATRACURIUM BESYLATE/NEOMYCIN [VA Drug Interaction]"
"metocurine",6927,"neomycin",7215,"Significant","METOCURINE IODIDE/NEOMYCIN [VA Drug Interaction]"
"neomycin",7215,"rocuronium",6783,"Significant","NEOMYCIN/ROCURONIUM BROMIDE [VA Drug Interaction]"
"neomycin",7215,"suxamethonium",5144,"Significant","NEOMYCIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"cisatracurium",7042,"netilmicin",6634,"Significant","CISATRACURIUM BESYLATE/NETILMICIN [VA Drug Interaction]"
"metocurine",6927,"netilmicin",6634,"Significant","METOCURINE IODIDE/NETILMICIN [VA Drug Interaction]"
"cisatracurium",7042,"streptomycin",6850,"Significant","CISATRACURIUM BESYLATE/STREPTOMYCIN [VA Drug Interaction]"
"metocurine",6927,"streptomycin",6850,"Significant","METOCURINE IODIDE/STREPTOMYCIN [VA Drug Interaction]"
"cisatracurium",7042,"tobramycin",6596,"Significant","CISATRACURIUM BESYLATE/TOBRAMYCIN [VA Drug Interaction]"
"metocurine",6927,"tobramycin",6596,"Significant","METOCURINE IODIDE/TOBRAMYCIN [VA Drug Interaction]"
"isocarboxazid",4540,"sibutramine",5006,"Critical","ISOCARBOXAZID/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction]"
"sibutramine",5006,"tranylcypromine",4023,"Critical","SIBUTRAMINE HYDROCHLORIDE/TRANYLCYPROMINE [VA Drug Interaction]"
"sibutramine",5006,"sumatriptan",5208,"Critical","SIBUTRAMINE HYDROCHLORIDE/SUMATRIPTAN [VA Drug Interaction]"
"naratriptan",5678,"sumatriptan",5208,"Significant","NARATRIPTAN HYDROCHLORIDE/SUMATRIPTAN [VA Drug Interaction]"
"rizatriptan",4905,"sibutramine",5006,"Critical","RIZATRIPTAN/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction]"
"sibutramine",5006,"zolmitriptan",5097,"Critical","SIBUTRAMINE HYDROCHLORIDE/ZOLMITRIPTAN [VA Drug Interaction]"
"phenelzine",4033,"sibutramine",5006,"Critical","PHENELZINE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction]"
"cisapride",6588,"fluvoxamine",5501,"Critical","CISAPRIDE/FLUVOXAMINE MALEATE [VA Drug Interaction]"
"fluvoxamine",5501,"pimozide",6572,"Critical","FLUVOXAMINE MALEATE/PIMOZIDE [VA Drug Interaction]"
"cerivastatin",6560,"nicotinic acid",3994,"Significant","CERIVASTATIN SODIUM/NIACIN [VA Drug Interaction]"
"fluvastatin",6317,"nicotinic acid",3994,"Significant","FLUVASTATIN SODIUM/NIACIN [VA Drug Interaction]"
"lovastatin",6268,"nicotinic acid",3994,"Significant","LOVASTATIN/NIACIN [VA Drug Interaction]"
"nicotinic acid",3994,"simvastatin",6371,"Significant","NIACIN/SIMVASTATIN [VA Drug Interaction]"
"nicotinic acid",3994,"pravastatin",6397,"Significant","NIACIN/PRAVASTATIN [VA Drug Interaction]"
"fluvoxamine",5501,"mesoridazine",6138,"Significant","FLUVOXAMINE MALEATE/MESORIDAZINE [VA Drug Interaction]"
"nelfinavir",6830,"rifabutin",7026,"Significant","NELFINAVIR MESYLATE/RIFABUTIN [VA Drug Interaction]"
"nelfinavir",6830,"rifapentine",7031,"Critical","NELFINAVIR MESYLATE/RIFAPENTINE [VA Drug Interaction]"
"efavirenz",5474,"indinavir",6894,"Significant","EFAVIRENZ/INDINAVIR SULFATE [VA Drug Interaction]"
"ethinylestradiol",5228,"nelfinavir",6830,"Significant","ETHINYL ESTRADIOL/NELFINAVIR MESYLATE [VA Drug Interaction]"
"ciprofloxacin",5645,"ropinirole",4818,"Significant","CIPROFLOXACIN/ROPINIROLE HYDROCHLORIDE [VA Drug Interaction]"
"carbamazepine",4584,"nelfinavir",6830,"Significant","CARBAMAZEPINE/NELFINAVIR MESYLATE [VA Drug Interaction]"
"praziquantel",5430,"rifampicin",7013,"Critical","PRAZIQUANTEL/RIFAMPIN [VA Drug Interaction]"
"ibutilide",6127,"vardenafil",6685,"Critical","IBUTILIDE FUMARATE/VARDENAFIL [VA Drug Interaction]"
"lamotrigine",4769,"norethisterone",5255,"Significant","LAMOTRIGINE/NORETHINDRONE [VA Drug Interaction]"
"fosamprenavir",6859,"methylergometrine",5717,"Critical","FOSAMPRENAVIR/METHYLERGONOVINE [VA Drug Interaction]"
"fosamprenavir",6859,"rifampicin",7013,"Critical","FOSAMPRENAVIR/RIFAMPIN [VA Drug Interaction]"
"fosamprenavir",6859,"sildenafil",6628,"Significant","FOSAMPRENAVIR/SILDENAFIL CITRATE [VA Drug Interaction]"
"irinotecan",6864,"ritonavir",6961,"Significant","IRINOTECAN HYDROCHLORIDE/RITONAVIR [VA Drug Interaction]"
"irinotecan",6864,"phenytoin",4724,"Significant","IRINOTECAN HYDROCHLORIDE/PHENYTOIN [VA Drug Interaction]"
"prazosin",7148,"sildenafil",6628,"Significant","PRAZOSIN/SILDENAFIL CITRATE [VA Drug Interaction]"
"sibutramine",5006,"tryptophan",4358,"Significant","SIBUTRAMINE HYDROCHLORIDE/TRYPTOPHAN [VA Drug Interaction]"
"sildenafil",6628,"terazosin",6141,"Significant","SILDENAFIL CITRATE/TERAZOSIN [VA Drug Interaction]"
"sildenafil",6628,"tamsulosin",6294,"Significant","SILDENAFIL CITRATE/TAMSULOSIN HYDROCHLORIDE [VA Drug Interaction]"
"alatrofloxacin",6819,"thioridazine",6010,"Critical","ALATROFLOXACIN MESYLATE/THIORIDAZINE [VA Drug Interaction]"
"atorvastatin",6821,"fosamprenavir",6859,"Critical","ATORVASTATIN CALCIUM/FOSAMPRENAVIR [VA Drug Interaction]"
"secbutabarbital",4413,"sodium oxybate",7482,"Critical","BUTABARBITAL/SODIUM OXYBATE [VA Drug Interaction]"
"suxamethonium",5144,"tobramycin",6596,"Significant","SUCCINYLCHOLINE/TOBRAMYCIN [VA Drug Interaction]"
"kanamycin",6671,"suxamethonium",5144,"Significant","KANAMYCIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"streptomycin",6850,"suxamethonium",5144,"Significant","STREPTOMYCIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"netilmicin",6634,"suxamethonium",5144,"Significant","NETILMICIN/SUCCINYLCHOLINE [VA Drug Interaction]"
"clopidogrel",5538,"warfarin",5376,"Significant","CLOPIDOGREL BISULFATE/WARFARIN [VA Drug Interaction]"
"dicoumarol",5685,"fluvastatin",6317,"Significant","DICUMAROL/FLUVASTATIN SODIUM [VA Drug Interaction]"
"dicoumarol",5685,"lovastatin",6268,"Significant","DICUMAROL/LOVASTATIN [VA Drug Interaction]"
"fluvastatin",6317,"warfarin",5376,"Significant","FLUVASTATIN SODIUM/WARFARIN [VA Drug Interaction]"
"ethinylestradiol",5228,"rifapentine",7031,"Critical","ETHINYL ESTRADIOL/RIFAPENTINE [VA Drug Interaction]"
"norethisterone",5255,"rifapentine",7031,"Significant","NORETHINDRONE/RIFAPENTINE [VA Drug Interaction]"
"cefalexin",5786,"warfarin",5376,"Significant","CEPHALEXIN/WARFARIN [VA Drug Interaction]"
"aciclovir",4498,"theophylline",4245,"Significant","ACYCLOVIR/THEOPHYLLINE [VA Drug Interaction]"
"cisapride",6588,"delavirdine",6548,"Critical","CISAPRIDE/DELAVIRDINE MESYLATE [VA Drug Interaction]"
"disopyramide",5720,"rifampicin",7013,"Significant","DISOPYRAMIDE/RIFAMPIN [VA Drug Interaction]"
"midazolam",5586,"nelfinavir",6830,"Critical","MIDAZOLAM/NELFINAVIR MESYLATE [VA Drug Interaction]"
"rifampicin",7013,"verapamil",6542,"Significant","RIFAMPIN/VERAPAMIL [VA Drug Interaction]"
"ciclosporin",7073,"fluvoxamine",5501,"Significant","CYCLOSPORINE/FLUVOXAMINE MALEATE [VA Drug Interaction]"
"levonorgestrel",5436,"fosphenytoin",5932,"Critical","FOSPHENYTOIN SODIUM/LEVONORGESTREL [VA Drug Interaction]"
"fosphenytoin",5932,"levonorgestrel",5436,"Critical","FOSPHENYTOIN SODIUM/NORGESTREL [VA Drug Interaction]"
"mephenytoin",4453,"levonorgestrel",5436,"Critical","MEPHENYTOIN/NORGESTREL [VA Drug Interaction]"
"ethanol",3945,"disulfiram",5233,"Significant","ALCOHOL/DISULFIRAM [VA Drug Interaction]"
"mefloquine",6070,"halofantrine",6714,"Critical","HALOFANTRINE HYDROCHLORIDE/MEFLOQUINE [VA Drug Interaction]"
"rifampicin",7013,"methylprednisolone",6040,"Significant","METHYLPREDNISOLONE/RIFAMPIN [VA Drug Interaction]"
"rifampicin",7013,"prednisolone",5915,"Significant","PREDNISOLONE/RIFAMPIN [VA Drug Interaction]"
"rifampicin",7013,"prednisone",5895,"Significant","PREDNISONE/RIFAMPIN [VA Drug Interaction]"
"rifampicin",7013,"triamcinolone",6194,"Significant","RIFAMPIN/TRIAMCINOLONE [VA Drug Interaction]"
"pimozide",6572,"indinavir",6894,"Critical","INDINAVIR SULFATE/PIMOZIDE [VA Drug Interaction]"
"pimozide",6572,"nelfinavir",6830,"Critical","NELFINAVIR MESYLATE/PIMOZIDE [VA Drug Interaction]"
"cisapride",6588,"nelfinavir",6830,"Critical","CISAPRIDE/NELFINAVIR MESYLATE [VA Drug Interaction]"
"celecoxib",6092,"fluvoxamine",5501,"Significant","CELECOXIB/FLUVOXAMINE MALEATE [VA Drug Interaction]"
"amprenavir",6729,"ergotamine",6851,"Critical","AMPRENAVIR/ERGOTAMINE TARTRATE [VA Drug Interaction]"
"ergotamine",6851,"delavirdine",6548,"Critical","DELAVIRDINE MESYLATE/ERGOTAMINE TARTRATE [VA Drug Interaction]"
"ergotamine",6851,"efavirenz",5474,"Critical","EFAVIRENZ/ERGOTAMINE TARTRATE [VA Drug Interaction]"
"ergotamine",6851,"indinavir",6894,"Critical","ERGOTAMINE TARTRATE/INDINAVIR SULFATE [VA Drug Interaction]"
"ritonavir",6961,"ergotamine",6851,"Critical","ERGOTAMINE TARTRATE/RITONAVIR [VA Drug Interaction]"
"ergotamine",6851,"saquinavir",6942,"Critical","ERGOTAMINE TARTRATE/SAQUINAVIR [VA Drug Interaction]"
"nelfinavir",6830,"amprenavir",6729,"Critical","AMPRENAVIR/NELFINAVIR MESYLATE [VA Drug Interaction]"
